,mention_id,unique_id,uuid,patent_id,inventor_id,rawlocation_id,name_first,name_last,sequence,rule_47,deceased,id,location_id,city,state,country,latlong
3053,US4866084-2,8922,5lj1p6j94k2mtqcgznm66l42l,4866084,fl:yo_ln:kashman-1,h73yii5m1b86qjfdrh1gkey4w,Yoel,Kashman,2,FALSE,FALSE,h73yii5m1b86qjfdrh1gkey4w,e67cdd38-cb8e-11eb-9615-121df0c29c1e,Tel Aviv,,IL,32.0887|34.7831
3054,US4866094-0,1197,3j2undjslqtm41qbln3iip21w,4866094,fl:ay_ln:barak-1,2rictqb90zxnbh747uxmneqa8,Ayala,Barak,0,FALSE,FALSE,2rictqb90zxnbh747uxmneqa8,e7275ca8-cb8f-11eb-9615-121df0c29c1e,Jerusalem,,IL,31.7959|35.212
3055,US4866132-4,2643,wddpwtbcr9o9kch9j8hy57c1n,4866132,fl:is_ln:cabasso-1,402v80jnxls7gcq1j6dnrals8,Israel,Cabasso,4,FALSE,FALSE,402v80jnxls7gcq1j6dnrals8,f253e1fd-cb8e-11eb-9615-121df0c29c1e,Syracuse,NY,US,43.0353|-76.141
3056,US4867544-0,2266,33zn7vew4pph8uol87uhzq87k,4867544,fl:ah_ln:bornstein-1,l9ahbdzuvkwrogasymeijmnpp,Aharon,Bornstein,0,FALSE,FALSE,l9ahbdzuvkwrogasymeijmnpp,dd9b3d11-09bc-11ec-893a-12de62d610b1,Holon,,IL,32.014|34.7868
3057,US4867616-0,8602,ibu5wqevecstgi6tbmcyt3f64,4867616,fl:mi_ln:jakubowicz-1,ltvhuszz6qp8yfk2vtspq6lz5,Michael,Jakubowicz,0,FALSE,FALSE,ltvhuszz6qp8yfk2vtspq6lz5,fc3d5593-cb8f-11eb-9615-121df0c29c1e,Tel-Aviv 61 080,,IL,32.0887|34.7831
3058,US4867820-1,6668,8ey4is30kj658t7cw7pngs556,4867820,fl:el_ln:goloub-1,8wayncefmgq9fn3s9gtrj6524,Eli,Goloub,1,FALSE,FALSE,8wayncefmgq9fn3s9gtrj6524,fe9ae00e-09bd-11ec-893a-12de62d610b1,Ramat-Gan,,IL,32.071|34.827
3059,US4868475-1,3020,td8twe97mporxzenq7i09gq9f,4868475,fl:il_ln:cohen-2,foa5x6dtwu0bxw3gl6ys6yv2k,Ilan,Cohen,1,FALSE,FALSE,foa5x6dtwu0bxw3gl6ys6yv2k,519e62f8-cb8e-11eb-9615-121df0c29c1e,Kiron,,IL,
3060,US4868616-2,17993,4dsw9d8qt77f0pnw9xa5e2gje,4868616,fl:zv_ln:yaniv-1,j7x3owvk3vt9hyj2bcd7h04wu,Zvi,Yaniv,2,FALSE,FALSE,j7x3owvk3vt9hyj2bcd7h04wu,ef6d65f5-cb90-11eb-9615-121df0c29c1e,Farmington Hills,MI,US,42.4845|-83.3773
3061,US4868629-0,4085,ia1ic1n2knvry0au8qjdfvzlm,4868629,fl:bo_ln:eitan-6,z5t7gsn00f5sbjv4fmusv2quh,Boaz,Eitan,0,FALSE,FALSE,z5t7gsn00f5sbjv4fmusv2quh,ea59a211-09be-11ec-893a-12de62d610b1,Sunnyvale,CA,US,37.3688|-122.036
3062,US4868664-0,17993,v2a2eb199gl7p48r8zz5ug6hs,4868664,fl:zv_ln:yaniv-1,8gzw7ej64emc42bz5e73yoosv,Zvi,Yaniv,0,FALSE,FALSE,8gzw7ej64emc42bz5e73yoosv,ef6d65f5-cb90-11eb-9615-121df0c29c1e,Farmington Hills,MI,US,42.4845|-83.3773
3063,US4868748-0,3314,bpc6md3dpt9w91nhd7dleika0,4868748,fl:ca_ln:crawford-4,l03t5ly5r0i97lxjarns77y3g,Carl R.,Crawford,0,FALSE,FALSE,l03t5ly5r0i97lxjarns77y3g,de09fd42-cb8e-11eb-9615-121df0c29c1e,Milwaukee,WI,US,43.0563|-87.9323
3064,US4868800-0,614,qp02zjd3ls7ldlwljvzvczt4q,4868800,fl:am_ln:arber-1,7j3gepwb16qj57m1eq85m5293,Amihadar,Arber,0,FALSE,FALSE,7j3gepwb16qj57m1eq85m5293,ee5709e5-cb90-11eb-9615-121df0c29c1e,Skokie,IL,US,42.0343|-87.7371
3065,US4868873-0,8758,vk036b0e0lgbky9pyijnfn13q,4868873,fl:zv_ln:kamil-1,f80gplw6kdb8r2ptcbjj446u9,Zvi,Kamil,0,FALSE,FALSE,f80gplw6kdb8r2ptcbjj446u9,e67cdd38-cb8e-11eb-9615-121df0c29c1e,Tel Aviv,,IL,32.0887|34.7831
3066,US4868916-0,16,r9pu7dqqmkzbilr4bsbkuqlke,4868916,fl:bo_ln:ablov-1,ha2q195ohbt5mf8hoviwn2ks4,Boris,Ablov,0,FALSE,FALSE,ha2q195ohbt5mf8hoviwn2ks4,e7275ca8-cb8f-11eb-9615-121df0c29c1e,Jerusalem,,IL,31.7959|35.212
3067,US4869070-0,749,t8f1vluk77ga3neo8mquafh7o,4869070,fl:ga_ln:assaf-1,f6vxjaidu63o9c6wrqgcyc335,Gad,Assaf,0,FALSE,FALSE,f6vxjaidu63o9c6wrqgcyc335,e5e5aff8-09bd-11ec-893a-12de62d610b1,Rehovot,,IL,31.8947|34.8044
3068,US4869465-1,18214,pu9m1yxoegm175rgkc8zpvfxg,4869465,fl:be_ln:yirmiyahu-1,9y603u9zqwvmpvf4ee9nm8yae,Benyamin,Yirmiyahu,1,FALSE,FALSE,9y603u9zqwvmpvf4ee9nm8yae,e77ce0c8-cb8e-11eb-9615-121df0c29c1e,Bnei-Brak,,IL,32.0891|34.8342
3069,US4869579-0,4837,eewb21xrk6cpoeem7vrm5n6yl,4869579,fl:ba_ln:fischer-5,1m5z96y5sd22atioy8duvhqjc,Baruch,Fischer,0,FALSE,FALSE,1m5z96y5sd22atioy8duvhqjc,fb7d135a-cb8f-11eb-9615-121df0c29c1e,Haifa,,IL,32.8003|35.0085
3070,US4869940-0,15845,8qv7095ananii11j1e5iiged2,4869940,8qv7095ananii11j1e5iiged2,u8ldnj3h6355v529b01a5qd1f,Uri,Shoshani,0,FALSE,FALSE,u8ldnj3h6355v529b01a5qd1f,4a348648-cb8e-11eb-9615-121df0c29c1e,Hofit,,IL,32.3857|34.8755
3071,US4870588-0,11668,vltq7t7eb4m59g8nkw6mabfdl,4870588,fl:sh_ln:merhav-1,1lccr2551ec356d60xpnsuf92,Shmuel J.,Merhav,0,FALSE,FALSE,1lccr2551ec356d60xpnsuf92,fb118380-cb8f-11eb-9615-121df0c29c1e,Palo Alto,CA,US,37.3818|-122.179
3072,US4870867-0,15441,y70gc8qs2hzr58cdgvxdv4nl7,4870867,fl:av_ln:shaulov-1,turvigewdc73m5zus22g85kug,Avner,Shaulov,0,FALSE,FALSE,turvigewdc73m5zus22g85kug,8de1df9a-cb8e-11eb-9615-121df0c29c1e,Monsey,NY,US,41.118|-74.0594
3073,US4870959-1,527,3uw2g5af33johqmr32kmmkohj,4870959,fl:ur_ln:amit-1,817ewvazhzq4sxq7z1jhfafuy,Uri,Amit,1,FALSE,FALSE,817ewvazhzq4sxq7z1jhfafuy,d227455a-cb90-11eb-9615-121df0c29c1e,Migdal Haemek,,IL,32.6799|35.2456
3074,US4871163-0,9892,q4n6dtdi7un94bv9kr5fmfeb6,4871163,fl:be_ln:landa-7,fqjcqmuqen5vxdi5pgz05aaso,Benzion,Landa,0,FALSE,FALSE,fqjcqmuqen5vxdi5pgz05aaso,ff818bf8-cb90-11eb-9615-121df0c29c1e,Edmonton,,CA,53.5281|-113.554
3075,US4871232-0,7283,swa8yu4p611g1lmi3gl8eq97u,4871232,fl:ja_ln:grinberg-1,zlp30w14yu2j4nbocm317hrkg,Jan,Grinberg,0,FALSE,FALSE,zlp30w14yu2j4nbocm317hrkg,fac6a96e-cb8f-11eb-9615-121df0c29c1e,Los Angeles,CA,US,34.0205|-118.287
3076,US4871260-0,16616,3ho1fs5wjpx7k11sjf9k56ja6,4871260,fl:ze_ln:tadmor-1,i52sooqifq3uevefbajx61ulh,Zehev,Tadmor,0,FALSE,FALSE,i52sooqifq3uevefbajx61ulh,8ee9326f-09be-11ec-893a-12de62d610b1,Teaneck,NJ,US,40.8983|-74.0142
3077,US4871295-0,8816,fce4qeual72f2y4pdrn6uzxd8,4871295,fl:ur_ln:kaplan-2,ldvf06eakdai1xa5tamwrh0l8,Uri,Kaplan,0,FALSE,FALSE,ldvf06eakdai1xa5tamwrh0l8,e5e5aff8-09bd-11ec-893a-12de62d610b1,Rehovot,,IL,31.8947|34.8044
3078,US4871457-0,3833,a0bg9kjgqjw3tdqizgmbv2tga,4871457,fl:mo_ln:drori-1,91gcjysh9404hgfdpr9tguw3z,Mordeki,Drori,0,FALSE,FALSE,91gcjysh9404hgfdpr9tguw3z,519e62f8-cb8e-11eb-9615-121df0c29c1e,Kiron,,IL,
3079,US4871555-0,19134,m2ukt7olvadu1fxt1249ycguz,4871555,fl:er_ln:schwartz-23,j8jza1no0pbgvzjl39xq0t3h8,Erez,Schwartz,0,FALSE,FALSE,j8jza1no0pbgvzjl39xq0t3h8,e77ce0c8-cb8e-11eb-9615-121df0c29c1e,Bnei-Brak,,IL,32.0891|34.8342
3080,US4871617-2,3158,ukbj2gtmnpbjj6b204qg2ct9b,4871617,fl:si_ln:cohen-4,ll8bfnxed1id47241b7xt6mxt,Simon S.,Cohen,2,FALSE,FALSE,ll8bfnxed1id47241b7xt6mxt,ed703884-cb8f-11eb-9615-121df0c29c1e,Schenectady,NY,US,42.8033|-73.9406
3081,US4871835-0,882,frljgbgmnwbbjttl4u1tvxhlh,4871835,fl:ha_ln:aviv-3,3ky4h18wai57ac8628wcbfjbs,Haim,Aviv,0,FALSE,FALSE,3ky4h18wai57ac8628wcbfjbs,e5e5aff8-09bd-11ec-893a-12de62d610b1,Rehovot,,IL,31.8947|34.8044
3082,US4871882-3,4258,rxmxl44p47kt0u3o9sg7xhotb,4871882,fl:ev_ln:ellmann-1,206c9vvgzpysff3oe9t739odo,Eva,Ellmann,3,FALSE,FALSE,206c9vvgzpysff3oe9t739odo,ff0b5631-cb8e-11eb-9615-121df0c29c1e,Beer-Sheva,,IL,31.2582|34.7849
3083,US4871967-0,14265,0ith53njnlv41fj0119ageido,4871967,fl:ha_ln:rotem-1,xyrlxbi2l4r4ob67zgpys17lq,Haim,Rotem,0,FALSE,FALSE,xyrlxbi2l4r4ob67zgpys17lq,53ab6fa0-cb8e-11eb-9615-121df0c29c1e,Moshav Rishpon,,IL,32.1996|34.8244
3084,US4872001-0,12231,gy0aekh0yq0wgyh0p1owrcdh2,4872001,fl:zv_ln:netter-1,r6gi41di58zg0fiat63nc2qu4,Zvi,Netter,0,FALSE,FALSE,r6gi41di58zg0fiat63nc2qu4,fb7d135a-cb8f-11eb-9615-121df0c29c1e,Haifa,,IL,32.8003|35.0085
3085,US4872132-0,13637,8uadce0vwayiy8jddhs6mgmet,4872132,fl:re_ln:retter-1,us8sp7qkig6vtvstaazpjh9ik,Refael,Retter,0,FALSE,FALSE,us8sp7qkig6vtvstaazpjh9ik,fb7d135a-cb8f-11eb-9615-121df0c29c1e,Haifa,,IL,32.8003|35.0085
3086,US4872220-0,7904,71ef38p7khesgwhg7nhfwemzs,4872220,fl:ya_ln:haruvy-1,ugy1v7mzjp56r9dsk7j8lm9d2,Yair,Haruvy,0,FALSE,FALSE,ugy1v7mzjp56r9dsk7j8lm9d2,e5e5aff8-09bd-11ec-893a-12de62d610b1,Rehovot,,IL,31.8947|34.8044
3087,US4872315-0,749,jpx94rsst1whzlx1bkvv1neui,4872315,fl:ga_ln:assaf-1,0b4j0iahklsd4ktx2usgv823a,Gad,Assaf,0,FALSE,FALSE,0b4j0iahklsd4ktx2usgv823a,e5e5aff8-09bd-11ec-893a-12de62d610b1,Rehovot,,IL,31.8947|34.8044
3088,US4872363-0,14176,73svtrjbetgv7qhywgn6chiwm,4872363,fl:do_ln:rosenthal-5,yuvobsfkzupxighr0r15zc398,Doy,Rosenthal,0,FALSE,FALSE,yuvobsfkzupxighr0r15zc398,3fd0385b-cb8e-11eb-9615-121df0c29c1e,Netanya,,IL,32.3076|34.8644
3089,US4872405-0,16483,4m0vgozgtb5lt8w9lvs8zu4ke,4872405,fl:sa_ln:sterman-1,4v3oes4dtosj6gnyjg5y8g73o,Saul C.,Sterman,0,FALSE,FALSE,4v3oes4dtosj6gnyjg5y8g73o,e7275ca8-cb8f-11eb-9615-121df0c29c1e,Jerusalem,,IL,31.7959|35.212
3090,US4872918-1,8322,na8b5ff3fviik4qudny5ts3ik,4872918,fl:yo_ln:houminer-1,dnv8py893dvzkzoc9kclhemuv,Yoram,Houminer,1,FALSE,FALSE,dnv8py893dvzkzoc9kclhemuv,ebc6b11b-cb8f-11eb-9615-121df0c29c1e,Richmond,VA,US,37.5385|-77.4343
3091,US4873317-1,4176,uz8zp0gu2d0w4z8ca5l02x5b1,4873317,fl:il_ln:eli-1,ohaxbjuzzewexw65l8rvbo7vj,Ilana,Eli,1,FALSE,FALSE,ohaxbjuzzewexw65l8rvbo7vj,fe9ae00e-09bd-11ec-893a-12de62d610b1,Ramat-Gan,,IL,32.071|34.827
3092,US4873510-0,9252,wnuizrerlntrj1stmicr7lado,4873510,fl:bo_ln:khurgin-1,gtdomh1cv6ew4misowrhhamyy,Boris,Khurgin,0,FALSE,FALSE,gtdomh1cv6ew4misowrhhamyy,fe67d7f9-cb8f-11eb-9615-121df0c29c1e,New York,NY,US,40.6931|-73.8784
3093,US4874132-0,6236,ewsiutnkn8ibs6kzwo3svrthd,4874132,fl:gi_ln:gilead-1,izhgxt91dhnnhpyq4pmii3w1m,Gideon,Gilead,0,FALSE,FALSE,izhgxt91dhnnhpyq4pmii3w1m,e7275ca8-cb8f-11eb-9615-121df0c29c1e,Jerusalem,,IL,31.7959|35.212
3094,US4874236-0,18,5d0m29x2528o9i7l5qvqtlfcp,4874236,fl:fa_ln:abraham-2,e4mbd8x6i4lr5od75wvianjws,Fabian,Abraham,0,FALSE,FALSE,e4mbd8x6i4lr5od75wvianjws,e77ce0c8-cb8e-11eb-9615-121df0c29c1e,Bnei-Brak,,IL,32.0891|34.8342
3095,US4875179-0,6085,1s7iye89i3jz0do5jyjx8n2n5,4875179,fl:gi_ln:gelman-1,c25wqjq33da6spg7d1wo7v0vw,Gideon,Gelman,0,FALSE,FALSE,c25wqjq33da6spg7d1wo7v0vw,fe2762b6-09bd-11ec-893a-12de62d610b1,Petah-Tiqwa,,IL,32.0905|34.884
3096,US4875198-0,644,e54b0tdq77mbepyt190vvw7n0,4875198,fl:ar_ln:ariav-1,l7mjyd02u18qts35ime0m1c16,Arie,Ariav,0,FALSE,FALSE,l7mjyd02u18qts35ime0m1c16,f12c39fc-cb8e-11eb-9615-121df0c29c1e,Kochav Michael,,IL,32.2203|34.9943
3097,US4875486-0,13463,1ngixcf9izibsclt8xdy0sdo2,4875486,fl:ur_ln:rapoport-1,09bdoi5c02kbp4a2xkysjyg6e,Uri,Rapoport,0,FALSE,FALSE,09bdoi5c02kbp4a2xkysjyg6e,3ca6d7bf-cb8e-11eb-9615-121df0c29c1e,Oak Park,IL,US,41.8878|-87.7888
3098,US4875681-0,12583,42jkqap6jzacp0yv6c6z0dliz,4875681,42jkqap6jzacp0yv6c6z0dliz,74bxcry6tal2v6983e3epjhtr,Arie,Ofir,0,FALSE,FALSE,74bxcry6tal2v6983e3epjhtr,e7275ca8-cb8f-11eb-9615-121df0c29c1e,Jerusalem,,IL,31.7959|35.212
3099,US4875699-0,10333,4xrusn9kt7h6jipuw8o4ke8o9,4875699,fl:sh_ln:levavi-1,buxr23g3zkk0cqvkrg71z0v4v,Shmuel,Levavi,0,FALSE,FALSE,buxr23g3zkk0cqvkrg71z0v4v,935f8ae0-09bc-11ec-893a-12de62d610b1,Givatayim,,IL,32.073|34.8113
3100,US4875913-0,1337,vnij51et84bzu2i4yhgvluub2,4875913,fl:yt_ln:barzuza-2,apqrkxlpuzj9hvacfaee7z8mh,Ytshak,Barzuza,0,FALSE,FALSE,apqrkxlpuzj9hvacfaee7z8mh,fe2762b6-09bd-11ec-893a-12de62d610b1,Petach Tikva,,IL,32.0905|34.884
3101,US4875971-1,8615,0vi0rx7c9smg0l96imoqg34n7,4875971,fl:me_ln:janai-1,6wclb79f43jds0krciidmr5cc,Meir I.,Janai,1,FALSE,FALSE,6wclb79f43jds0krciidmr5cc,fb7d135a-cb8f-11eb-9615-121df0c29c1e,Haifa,,IL,32.8003|35.0085
3102,US4876073-2,44,lmfzqin3rdea894hlicvq50ac,4876073,lmfzqin3rdea894hlicvq50ac,p4kvu8pklzhlumyu65c8mv6wj,Shmuel,Abrashkin,2,FALSE,FALSE,p4kvu8pklzhlumyu65c8mv6wj,e67cdd38-cb8e-11eb-9615-121df0c29c1e,Tel Aviv,,IL,32.0887|34.7831
3103,US4876191-0,8258,f45ik2kp1cddrkjydh5kduxru,4876191,fl:ze_ln:hollander-1,07jmlu26sexdphwm4cefklipy,Zeev,Hollander,0,FALSE,FALSE,07jmlu26sexdphwm4cefklipy,3dc10f03-cb8e-11eb-9615-121df0c29c1e,Herzlia,,IL,
3104,US4876260-0,4890,8j6fuzgxlx5c74x5nblybbfiw,4876260,fl:ab_ln:fisher-1,vkx3mmsap8rlhk30gt4e0tn1q,Abraham,Fisher,0,FALSE,FALSE,vkx3mmsap8rlhk30gt4e0tn1q,dd9b3d11-09bc-11ec-893a-12de62d610b1,Holon,,IL,32.014|34.7868
3105,US4876276-1,4562,fbf7kf39u1x6216a3lxump3af,4876276,fl:je_ln:feigenbaum-2,v4q8s15hlfzy4604qqcn2x6bx,Jeffery J.,Feigenbaum,1,FALSE,FALSE,v4q8s15hlfzy4604qqcn2x6bx,e7275ca8-cb8f-11eb-9615-121df0c29c1e,Jerusalem,,IL,31.7959|35.212
3106,US4876771-0,6355,pi79a33vwsb19zffz5v0137ej,4876771,fl:iz_ln:givati-1,ojyxjcc4g8greew68rnkf38c9,Izhak,Givati,0,FALSE,FALSE,ojyxjcc4g8greew68rnkf38c9,e67cdd38-cb8e-11eb-9615-121df0c29c1e,Tel Aviv,,IL,32.0887|34.7831
3107,US4876828-0,2432,7f08iw1qv3m5znxpcjmnbga4i,4876828,7f08iw1qv3m5znxpcjmnbga4i,whplvmfhfoep9ocnyrcw5c998,Uri,Brill,0,FALSE,FALSE,whplvmfhfoep9ocnyrcw5c998,fb7d135a-cb8f-11eb-9615-121df0c29c1e,Haifa,,IL,32.8003|35.0085
3108,US4876855-1,11078,vhkezqw9asa1wvhpguoptlcwj,4876855,fl:da_ln:mahlab-1,f38juopsbzlp3i2bidccjlvtq,David,Mahlab,1,FALSE,FALSE,f38juopsbzlp3i2bidccjlvtq,fd86b1df-09be-11ec-893a-12de62d610b1,Yavne,,IL,31.873|34.7366
3109,US4876932-0,12221,upi4cuonbkyt0g3w23buof8ve,4876932,fl:el_ln:nessel-1,k3a3xlwref7o6yydha88b15zt,Eliezer,Nessel,0,FALSE,FALSE,k3a3xlwref7o6yydha88b15zt,fb7d135a-cb8f-11eb-9615-121df0c29c1e,Haifa,,IL,32.8003|35.0085
3110,US4877248-0,4513,brfb1bzeu1fo6wc0vn56jzdqk,4877248,fl:he_ln:farraj-1,vx2jzi5ilhj1f29u6w2d3m09v,Hefetz,Farraj,0,FALSE,FALSE,vx2jzi5ilhj1f29u6w2d3m09v,44a82410-cb90-11eb-9615-121df0c29c1e,Lod,,IL,31.9489|34.8885
3111,US4877458-0,16884,hhtlaqm7vizz0i2925g3gopaz,4877458,fl:mo_ln:trop-1,2nu7ror5p173gje2mmfd017oa,Moshe,Trop,0,FALSE,FALSE,2nu7ror5p173gje2mmfd017oa,ce26b7a0-cb90-11eb-9615-121df0c29c1e,Brooklyn,NY,US,42.4331|-78.7484
3112,US4877865-1,3142,3zk01eq8yafztkklwmwdhnrk5,4877865,fl:sa_ln:cohen-44,zbg6mi90zxo9xdb3zcivrxh6u,Sara,Cohen,1,FALSE,FALSE,zbg6mi90zxo9xdb3zcivrxh6u,ff84bf21-cb90-11eb-9615-121df0c29c1e,Bat-Yam,,IL,32.0132|34.7492
3113,US4877867-0,15281,nl26uizee3byt9z2bym4yr6m1,4877867,fl:ch_ln:shalitin-1,00gvc7mi3fjrgfuklaej1vtyy,Channa,Shalitin,0,FALSE,FALSE,00gvc7mi3fjrgfuklaej1vtyy,fb7d135a-cb8f-11eb-9615-121df0c29c1e,Haifa,,IL,32.8003|35.0085
3114,US4878021-0,6863,80vxw9ojbqr24lb9adw0cgsyc,4878021,fl:jo_ln:granot-1,idi29itpoupkusurq0uppv9yb,Joseph,Granot,0,FALSE,FALSE,idi29itpoupkusurq0uppv9yb,dd9b3d11-09bc-11ec-893a-12de62d610b1,Holon,,IL,32.014|34.7868
3115,US4878205-0,6066,9bk2t1m0vtxrdpd1opo5vv5gr,4878205,fl:bo_ln:gelchinsky-1,s54b0oj3gi5vbhnuubud92wur,Boris,Gelchinsky,0,FALSE,FALSE,s54b0oj3gi5vbhnuubud92wur,fd05f24b-cb8e-11eb-9615-121df0c29c1e,Kfar Save 44 221,,IL,32.1803|34.9188
3116,US4878439-0,14631,6uwkuxm88ao01a7qkxre081yx,4878439,fl:il_ln:samson-1,cf1mabie6lzfn6ebdyq1st05l,Ilan,Samson,0,FALSE,FALSE,cf1mabie6lzfn6ebdyq1st05l,e67cdd38-cb8e-11eb-9615-121df0c29c1e,Tel-Aviv,,IL,32.0887|34.7831
3117,US4879541-2,4572,jdwhztcbrn1lzd3jpzmz3ch25,4879541,fl:ha_ln:feiner-1,3x9chagt3g8s7qwrg1ufj07g1,Haim,"Feiner, deceased",2,FALSE,TRUE,3x9chagt3g8s7qwrg1ufj07g1,3dc10f03-cb8e-11eb-9615-121df0c29c1e,late of Herzlia,,IL,32.8|35.5888
3118,US4880455-0,2114,f2sydt0v333ffwcsgy7kssnot,4880455,f2sydt0v333ffwcsgy7kssnot,h8mvez21y0bda7iw8uucqtke1,Itzhak,Blank,0,FALSE,FALSE,h8mvez21y0bda7iw8uucqtke1,fb7d135a-cb8f-11eb-9615-121df0c29c1e,Haifa,,IL,32.8003|35.0085
3119,US4880496-1,10695,0cyyr6sjz09n31bjjwarrkrzr,4880496,fl:aa_ln:lewis-4,ju27mfxl9lgk1akmcdxog5o6u,Aaron,Lewis,1,FALSE,FALSE,ju27mfxl9lgk1akmcdxog5o6u,e7275ca8-cb8f-11eb-9615-121df0c29c1e,Jerusalem,,IL,31.7959|35.212
3120,US4880537-0,3833,j3aghr0wlvsovlxeik7w6bx3g,4880537,fl:mo_ln:drori-1,o9nc9oox9o9s1mgtg3sw2zlyv,Mordeki,Drori,0,FALSE,FALSE,o9nc9oox9o9s1mgtg3sw2zlyv,519e62f8-cb8e-11eb-9615-121df0c29c1e,Kiron,,IL,
3121,US4880826-1,10076,6xaws7t8fgleknkjw29u8sppy,4880826,fl:mo_ln:laudon-2,bhqg128yw0y88eu4j45vulf3h,Moshe,Laudon,1,FALSE,FALSE,bhqg128yw0y88eu4j45vulf3h,e67cdd38-cb8e-11eb-9615-121df0c29c1e,Tel Aviv,,IL,32.0887|34.7831
3122,US4881240-6,12826,rav3v9x2ep71owemk0a4a5lt2,4881240,fl:er_ln:paneth-1,te6mhe9b0qdhlg4t14pbap4zf,Eric,Paneth,6,FALSE,FALSE,te6mhe9b0qdhlg4t14pbap4zf,695a4bea-cb8e-11eb-9615-121df0c29c1e,Givataiim,,IL,
3123,US4881463-1,1225,5wt0818wttx1k99srwbft1g9w,4881463,fl:ja_ln:baratz-1,po8peh96tksh76bs27yj337wh,Jacob,Baratz,1,FALSE,FALSE,po8peh96tksh76bs27yj337wh,e99a2a8d-09bc-11ec-893a-12de62d610b1,Kfar Saba,,IL,32.1773|34.9075
3124,US4881606-1,7669,k3nn0t3r3atupsvhzh4lu00n0,4881606,k3nn0t3r3atupsvhzh4lu00n0,kr7rpk727wfrg3xgvkrbqkhgv,Uzi,Hadar,1,FALSE,FALSE,kr7rpk727wfrg3xgvkrbqkhgv,b589ae3b-cb8e-11eb-9615-121df0c29c1e,Kibbutz Beit Keshet,,IL,32.7184|35.3955
3125,US4882134-0,11862,vyytuj12mcshtk6127qies6up,4882134,fl:jo_ln:mizrahi-1,d2glxu76cnx7o0srimm5hb9nk,Joseph,Mizrahi,0,FALSE,FALSE,d2glxu76cnx7o0srimm5hb9nk,fb7d135a-cb8f-11eb-9615-121df0c29c1e,Haifa,,IL,32.8003|35.0085
3126,US4882202-0,8261,9hfjohe35lezhwt8kd3to0c0m,4882202,fl:ab_ln:holtzman-1,wkrgwdqd8sbrj5322txyfzd7t,Abraham M.,Holtzman,0,FALSE,FALSE,wkrgwdqd8sbrj5322txyfzd7t,ff84bf21-cb90-11eb-9615-121df0c29c1e,Bat Yam,,IL,32.0132|34.7492
3127,US4882270-0,11953,v35xjvvs4o9f2erxf99c1bzat,4882270,fl:ch_ln:moroz-1,43xd8csh9nyskwokhu7kvt14m,Chaya,Moroz,0,FALSE,FALSE,43xd8csh9nyskwokhu7kvt14m,e67cdd38-cb8e-11eb-9615-121df0c29c1e,Tel Aviv,,IL,32.0887|34.7831
3128,US4882318-3,3028,m9qdqe0w55ooe3qevqrelahxz,4882318,fl:ir_ln:cohen-1,rl81knq92u0haqxw9h9hv4d6y,Irun R.,Cohen,3,FALSE,FALSE,rl81knq92u0haqxw9h9hv4d6y,cd16dd5e-cb90-11eb-9615-121df0c29c1e,Reheovot,,IL,
3129,US4882392-1,2643,dadkjtdf6ot27zqfex9p5celm,4882392,fl:is_ln:cabasso-1,q9uk7nd0pkh1m7pejbzycitpj,Israel,Cabasso,1,FALSE,FALSE,q9uk7nd0pkh1m7pejbzycitpj,f253e1fd-cb8e-11eb-9615-121df0c29c1e,Syracuse,NY,US,43.0353|-76.141
3130,US4882535-0,5999,y0s2yxgi2qeok8igkdro6zacu,4882535,fl:be_ln:gavish-2,z2xj7c6ajh4ycz5bxsyu5xodi,Benjamin,Gavish,0,FALSE,FALSE,z2xj7c6ajh4ycz5bxsyu5xodi,e7275ca8-cb8f-11eb-9615-121df0c29c1e,Jerusalem,,IL,31.7959|35.212
3131,US4882574-0,9252,pfeieh1yb1fj0fzgyon0ddxc4,4882574,fl:bo_ln:khurgin-1,l944bdcjw035qzs1xi7p8l0tn,Boris,Khurgin,0,FALSE,FALSE,l944bdcjw035qzs1xi7p8l0tn,fe67d7f9-cb8f-11eb-9615-121df0c29c1e,New York,NY,US,40.6931|-73.8784
3132,US4882611-2,15180,07z0tj77mltx04k5pyzbbzgbp,4882611,fl:yo_ln:shacham-1,qufi6vio18rar0mjtsfhrv8wv,Yosef Y.,Shacham,2,FALSE,FALSE,qufi6vio18rar0mjtsfhrv8wv,fb7d135a-cb8f-11eb-9615-121df0c29c1e,Haifa,,IL,32.8003|35.0085
3133,US4882728-0,8045,nl7h5d77ha0xyl8ax1hy8sgqx,4882728,fl:al_ln:herman-6,0y3jq11g3r91cjdag4a8swruh,Alexander,Herman,0,FALSE,FALSE,0y3jq11g3r91cjdag4a8swruh,3c76f2ae-cb8e-11eb-9615-121df0c29c1e,Sharon,MA,US,42.1118|-71.1865
3134,US4882849-0,502,l57yh609jemxaunsyx5u62n5q,4882849,fl:sh_ln:amir-2,fzmre19xxvc8tqcbqkrove7e2,Shlomo,Amir,0,FALSE,FALSE,fzmre19xxvc8tqcbqkrove7e2,e67cdd38-cb8e-11eb-9615-121df0c29c1e,Tel-Aviv,,IL,32.0887|34.7831
3135,US4883018-0,14586,h5e7asbhc822ud206f4pmvp6v,4883018,fl:od_ln:sagiv-1,qegfsprnl39cxg4qgywcklflq,Oded,Sagiv,0,FALSE,FALSE,qegfsprnl39cxg4qgywcklflq,e5e5aff8-09bd-11ec-893a-12de62d610b1,Rehovot,,IL,31.8947|34.8044
